launch_id,mission_id,launch_date,year,quarter,launch_site,country,vehicle,payload_mass_kg,mission_type,success,cost_million_usd,orbit
LCH-0022824,MSN-0022824,1985-02-08,1985,1,Cape Canaveral,USA,Ariane 6,342.7,Science,True,0.39,LEO
LCH-0022825,MSN-0022825,1995-01-03,1995,1,Guiana Space Centre,ESA,PSLV,1735.0,Navigation,True,1.79,GTO
LCH-0022826,MSN-0022826,2010-06-02,2010,2,Cape Canaveral,France,Delta IV,23069.5,Space Station,True,16.96,GEO
LCH-0022827,MSN-0022827,2020-04-09,2020,2,Plesetsk Cosmodrome,Russia,Long March 7,190.6,Earth Observation,True,0.54,LEO
LCH-0022828,MSN-0022828,1995-01-21,1995,1,Unknown Launch Site,Other,Shavit,1733.0,Earth Observation,True,1.57,GTO
LCH-0022829,MSN-0022829,2008-05-16,2008,2,Unknown Launch Site,Other,Soyuz,27218.9,Space Station,False,22.22,HEO
LCH-0022830,MSN-0022830,1994-01-28,1994,1,Cape Canaveral,Canada,Soyuz,11768.1,Crewed Mission,True,27.16,GTO
LCH-0022831,MSN-0022831,1967-12-11,1967,4,Cape Canaveral,USA,Falcon 9,1688.4,Earth Observation,False,3.99,GEO
LCH-0022832,MSN-0022832,1977-11-03,1977,4,Baikonur Cosmodrome,Russia,Electron,5692.3,Communications,True,14.95,GEO
LCH-0022833,MSN-0022833,2019-04-03,2019,2,Jiuquan Satellite Launch Center,China,Electron,5331.1,Communications,True,14.24,HEO
LCH-0022834,MSN-0022834,1972-10-28,1972,4,Satish Dhawan Space Centre,India,Antares,4425.2,Deep Space,True,6.65,LEO
LCH-0022835,MSN-0022835,2019-10-06,2019,4,Taiyuan Satellite Launch Center,China,Long March 5,5080.5,Communications,True,10.79,MEO
LCH-0022836,MSN-0022836,1967-08-16,1967,3,Guiana Space Centre,ESA,NURI,1406.9,Earth Observation,False,1.43,LEO
LCH-0022837,MSN-0022837,2006-01-25,2006,1,Plesetsk Cosmodrome,Russia,Other,219.0,Technology Demonstration,True,0.45,LEO
LCH-0022838,MSN-0022838,2015-10-21,2015,4,Kennedy Space Center,USA,PSLV,775.0,Navigation,True,0.46,GEO
LCH-0022839,MSN-0022839,1989-11-06,1989,4,Cape Canaveral,USA,Angara,2694.7,Earth Observation,True,6.86,SSO
LCH-0022840,MSN-0022840,1968-06-01,1968,2,Baikonur Cosmodrome,Russia,Electron,920.8,Earth Observation,True,1.61,LEO
LCH-0022841,MSN-0022841,2010-02-09,2010,1,Cape Canaveral,USA,Falcon Heavy,4765.1,Military Reconnaissance,True,6.99,LEO
LCH-0022842,MSN-0022842,1979-12-21,1979,4,Wenchang Space Launch Site,China,Other,26887.0,Space Station,True,57.82,MEO
LCH-0022843,MSN-0022843,2004-10-18,2004,4,Cape Canaveral,USA,GSLV,1158.7,Technology Demonstration,True,0.83,LEO
LCH-0022844,MSN-0022844,1976-02-25,1976,1,Unknown Launch Site,Other,Falcon 9,544.2,Technology Demonstration,True,0.81,GEO
LCH-0022845,MSN-0022845,2012-06-05,2012,2,Xichang Satellite Launch Center,China,Ariane 5,235.9,Earth Observation,True,0.39,GEO
LCH-0022846,MSN-0022846,1987-04-21,1987,2,Vandenberg SFB,USA,Electron,1780.3,Earth Observation,False,3.35,GEO
LCH-0022847,MSN-0022847,2011-03-18,2011,1,Tanegashima Space Center,Japan,GSLV,19160.7,Crewed Mission,True,40.27,HEO
LCH-0022848,MSN-0022848,2023-08-03,2023,3,Jiuquan Satellite Launch Center,China,Soyuz,339.2,Technology Demonstration,True,0.32,GEO
LCH-0022849,MSN-0022849,2002-05-12,2002,2,Baikonur Cosmodrome,Russia,Ariane 6,1587.3,Earth Observation,True,3.94,LEO
LCH-0022850,MSN-0022850,1980-05-11,1980,2,Kennedy Space Center,USA,H-IIA,2019.6,Earth Observation,True,1.2,MEO
LCH-0022851,MSN-0022851,1993-02-01,1993,1,Wenchang Space Launch Site,China,Falcon Heavy,2491.9,Communications,False,3.31,GEO
LCH-0022852,MSN-0022852,2010-08-08,2010,3,Taiyuan Satellite Launch Center,China,H3,1796.1,Earth Observation,True,3.18,LEO
LCH-0022853,MSN-0022853,1972-12-11,1972,4,Guiana Space Centre,ESA,H-IIA,50.0,Communications,False,0.12,LEO
LCH-0022854,MSN-0022854,2011-09-21,2011,3,Kennedy Space Center,USA,Ariane 6,3214.5,Military Reconnaissance,True,4.3,LEO
LCH-0022855,MSN-0022855,2016-05-06,2016,2,Taiyuan Satellite Launch Center,China,Shavit,94.5,Technology Demonstration,True,0.2,LEO
LCH-0022856,MSN-0022856,2003-03-10,2003,1,Tanegashima Space Center,Japan,Long March 2,1388.1,Earth Observation,True,2.27,LEO
LCH-0022857,MSN-0022857,1991-09-27,1991,3,Taiyuan Satellite Launch Center,China,Delta IV,789.4,Weather,True,0.69,Heliocentric
LCH-0022858,MSN-0022858,2020-03-09,2020,1,Vandenberg SFB,USA,Electron,2624.5,Science,True,2.55,GEO
LCH-0022859,MSN-0022859,2019-12-12,2019,4,Tanegashima Space Center,Japan,PSLV,5236.7,Communications,True,9.95,Heliocentric
LCH-0022860,MSN-0022860,2004-11-20,2004,4,Cape Canaveral,UK,Ariane 6,568.9,Technology Demonstration,True,1.61,GTO
LCH-0022861,MSN-0022861,2014-07-25,2014,3,Vandenberg SFB,USA,Electron,22492.1,Crewed Mission,True,67.37,LEO
LCH-0022862,MSN-0022862,2012-05-22,2012,2,Taiyuan Satellite Launch Center,China,H-IIA,1987.5,Navigation,True,1.08,LEO
LCH-0022863,MSN-0022863,1986-02-14,1986,1,Vostochny Cosmodrome,Russia,Atlas V,7690.0,Military Reconnaissance,True,22.76,GEO
LCH-0022864,MSN-0022864,1997-07-08,1997,3,Taiyuan Satellite Launch Center,China,PSLV,1932.4,Earth Observation,True,1.63,LEO
LCH-0022865,MSN-0022865,1985-07-07,1985,3,Guiana Space Centre,ESA,Long March 5,572.4,Deep Space,True,0.86,GEO
LCH-0022866,MSN-0022866,2008-08-11,2008,3,Guiana Space Centre,ESA,Shavit,1630.1,Navigation,True,3.32,LEO
LCH-0022867,MSN-0022867,2006-09-05,2006,3,Al Anbar,UAE,Electron,2401.2,Deep Space,True,6.71,GEO
LCH-0022868,MSN-0022868,1983-06-05,1983,2,Wenchang Space Launch Site,China,Proton-M,5145.7,Military Reconnaissance,True,7.84,MEO
LCH-0022869,MSN-0022869,2022-07-17,2022,3,Wenchang Space Launch Site,China,Antares,2742.8,Science,True,7.91,GEO
LCH-0022870,MSN-0022870,2005-10-21,2005,4,Tanegashima Space Center,Japan,Long March 2,9016.9,Communications,True,19.4,SSO
LCH-0022871,MSN-0022871,1982-10-25,1982,4,Jiuquan Satellite Launch Center,China,Electron,78.0,Technology Demonstration,True,0.07,SSO
LCH-0022872,MSN-0022872,1964-11-17,1964,4,Unknown Launch Site,Other,Falcon Heavy,21454.4,Space Station,True,46.67,LEO
LCH-0022873,MSN-0022873,2013-05-17,2013,2,Cape Canaveral,USA,Delta IV,2105.1,Navigation,True,1.1,LEO
LCH-0022874,MSN-0022874,2022-06-24,2022,2,Cape Canaveral,USA,Antares,6917.9,Military Reconnaissance,True,15.37,GEO
LCH-0022875,MSN-0022875,1965-09-10,1965,3,Cape Canaveral,France,Atlas V,6986.4,Communications,False,10.89,GTO
LCH-0022876,MSN-0022876,2012-03-19,2012,1,Satish Dhawan Space Centre,India,Antares,2452.1,Communications,True,1.4,GEO
LCH-0022877,MSN-0022877,2001-09-14,2001,3,Wenchang Space Launch Site,China,Atlas V,7597.2,Communications,False,19.08,LEO
LCH-0022878,MSN-0022878,1994-01-25,1994,1,Guiana Space Centre,ESA,H3,2010.7,Earth Observation,True,3.49,MEO
LCH-0022879,MSN-0022879,2003-05-11,2003,2,Vandenberg SFB,Germany,Shavit,473.4,Weather,True,0.53,LEO
LCH-0022880,MSN-0022880,2015-08-28,2015,3,Plesetsk Cosmodrome,Russia,Angara,2646.8,Navigation,True,1.58,HEO
LCH-0022881,MSN-0022881,2019-08-24,2019,3,Taiyuan Satellite Launch Center,China,H3,4842.9,Communications,True,9.82,SSO
LCH-0022882,MSN-0022882,1996-05-16,1996,2,Vandenberg SFB,USA,Angara,5841.1,Communications,True,6.63,GEO
LCH-0022883,MSN-0022883,2004-12-15,2004,4,Kennedy Space Center,France,Atlas V,3217.3,Navigation,True,2.52,GTO
LCH-0022884,MSN-0022884,1996-05-27,1996,2,Cape Canaveral,USA,NURI,3402.4,Communications,False,9.72,MEO
LCH-0022885,MSN-0022885,1995-10-17,1995,4,Jiuquan Satellite Launch Center,China,Ariane 5,14627.8,Crewed Mission,True,33.06,MEO
LCH-0022886,MSN-0022886,2006-12-01,2006,4,Jiuquan Satellite Launch Center,China,Long March 2,2171.2,Earth Observation,False,4.29,LEO
LCH-0022887,MSN-0022887,2018-06-08,2018,2,Xichang Satellite Launch Center,China,Ariane 5,977.6,Earth Observation,True,0.65,SSO
LCH-0022888,MSN-0022888,1997-11-23,1997,4,Cape Canaveral,USA,Proton-M,1999.8,Navigation,True,2.75,LEO
LCH-0022889,MSN-0022889,2019-02-12,2019,1,Wenchang Space Launch Site,China,Long March 3,4598.9,Communications,True,13.01,MEO
LCH-0022890,MSN-0022890,2015-11-06,2015,4,Vandenberg SFB,USA,Long March 3,2695.7,Earth Observation,True,8.0,LEO
LCH-0022891,MSN-0022891,1987-06-08,1987,2,Kennedy Space Center,USA,Soyuz,5619.2,Communications,True,3.51,LEO
LCH-0022892,MSN-0022892,2020-05-14,2020,2,Al Anbar,UAE,Soyuz,428.5,Technology Demonstration,True,1.03,LEO
LCH-0022893,MSN-0022893,2019-02-06,2019,1,Taiyuan Satellite Launch Center,China,Other,1372.8,Navigation,True,3.12,SSO
LCH-0022894,MSN-0022894,1992-09-20,1992,3,Vostochny Cosmodrome,Russia,Long March 2,8261.9,Supply/Resupply,True,5.82,GEO
LCH-0022895,MSN-0022895,1994-04-07,1994,2,Guiana Space Centre,ESA,Falcon 9,2165.8,Earth Observation,True,1.93,GEO
LCH-0022896,MSN-0022896,1968-07-13,1968,3,Guiana Space Centre,ESA,Angara,1429.8,Earth Observation,True,3.64,GEO
LCH-0022897,MSN-0022897,1997-12-04,1997,4,Taiyuan Satellite Launch Center,China,Electron,6980.9,Communications,True,8.76,GEO
LCH-0022898,MSN-0022898,2022-02-09,2022,1,Jiuquan Satellite Launch Center,China,Atlas V,1440.2,Earth Observation,True,3.37,LEO
LCH-0022899,MSN-0022899,2015-06-20,2015,2,Xichang Satellite Launch Center,China,Vulcan Centaur,2387.3,Earth Observation,True,2.42,LEO
LCH-0022900,MSN-0022900,2016-04-10,2016,2,Tanegashima Space Center,Japan,NURI,28298.7,Space Station,True,53.32,LEO
LCH-0022901,MSN-0022901,1985-05-01,1985,2,Naro Space Center,South Korea,Antares,2913.8,Navigation,True,3.16,LEO
LCH-0022902,MSN-0022902,2012-03-04,2012,1,Satish Dhawan Space Centre,India,Falcon Heavy,50.0,Science,True,0.08,MEO
LCH-0022903,MSN-0022903,2024-06-03,2024,2,Unknown Launch Site,Other,Delta IV,14577.7,Crewed Mission,True,29.66,LEO
LCH-0022904,MSN-0022904,2001-09-10,2001,3,Tanegashima Space Center,Japan,Angara,4391.9,Communications,True,4.94,LEO
LCH-0022905,MSN-0022905,1987-08-03,1987,3,Xichang Satellite Launch Center,China,Long March 7,1295.4,Earth Observation,False,1.38,GEO
LCH-0022906,MSN-0022906,2018-07-03,2018,3,Kennedy Space Center,USA,Delta IV,3860.0,Military Reconnaissance,True,8.86,GEO
LCH-0022907,MSN-0022907,1992-02-16,1992,1,Cape Canaveral,USA,Long March 3,1556.8,Science,True,2.74,LEO
LCH-0022908,MSN-0022908,1970-10-21,1970,4,Unknown Launch Site,Other,Delta IV,3743.7,Science,True,7.74,LEO
LCH-0022909,MSN-0022909,2012-06-16,2012,2,Cape Canaveral,USA,NURI,1422.8,Navigation,True,0.89,GEO
LCH-0022910,MSN-0022910,2008-12-21,2008,4,Satish Dhawan Space Centre,India,Falcon 9,1228.8,Earth Observation,True,0.81,LEO
LCH-0022911,MSN-0022911,2008-07-27,2008,3,Taiyuan Satellite Launch Center,China,Delta IV,137.5,Technology Demonstration,True,0.09,LEO
LCH-0022912,MSN-0022912,2019-11-24,2019,4,Cape Canaveral,USA,Other,5178.9,Military Reconnaissance,True,14.27,LEO
LCH-0022913,MSN-0022913,2005-05-12,2005,2,Unknown Launch Site,Other,Antares,5148.6,Deep Space,True,13.14,GEO
LCH-0022914,MSN-0022914,2018-06-22,2018,2,Guiana Space Centre,ESA,H3,369.6,Technology Demonstration,True,0.43,LEO
LCH-0022915,MSN-0022915,1982-04-03,1982,2,Kennedy Space Center,Brazil,Electron,7350.2,Communications,True,18.43,LEO
LCH-0022916,MSN-0022916,2007-07-20,2007,3,Vostochny Cosmodrome,Russia,Delta IV,1248.5,Weather,True,3.56,LEO
LCH-0022917,MSN-0022917,1982-09-19,1982,3,Vandenberg SFB,USA,Other,1835.9,Weather,True,1.95,SSO
LCH-0022918,MSN-0022918,2017-08-25,2017,3,Plesetsk Cosmodrome,Russia,Antares,2667.9,Science,True,5.55,GEO
LCH-0022919,MSN-0022919,2017-05-23,2017,2,Kennedy Space Center,Germany,Long March 7,2114.8,Navigation,True,5.16,LEO
LCH-0022920,MSN-0022920,2006-07-03,2006,3,Cape Canaveral,USA,Falcon Heavy,1794.4,Weather,True,2.24,MEO
LCH-0022921,MSN-0022921,1991-04-25,1991,2,Tanegashima Space Center,Japan,GSLV,2762.5,Earth Observation,False,6.79,LEO
LCH-0022922,MSN-0022922,1991-12-06,1991,4,Vandenberg SFB,USA,Antares,4967.7,Military Reconnaissance,True,4.9,GEO
LCH-0022923,MSN-0022923,2009-10-11,2009,4,Cape Canaveral,USA,GSLV,5166.8,Communications,True,8.99,GEO
LCH-0022924,MSN-0022924,2015-04-07,2015,2,Plesetsk Cosmodrome,Russia,Ariane 5,2545.3,Navigation,False,4.18,LEO
LCH-0022925,MSN-0022925,1983-07-02,1983,3,Cape Canaveral,USA,Long March 7,5003.8,Deep Space,True,11.37,LEO
LCH-0022926,MSN-0022926,2020-07-12,2020,3,Cape Canaveral,USA,Delta IV,3924.4,Communications,True,7.04,GEO
LCH-0022927,MSN-0022927,2005-11-18,2005,4,Cape Canaveral,USA,Angara,8206.5,Supply/Resupply,True,24.57,GEO
LCH-0022928,MSN-0022928,2003-03-28,2003,1,Kennedy Space Center,Brazil,H3,2278.5,Navigation,True,4.58,LEO
LCH-0022929,MSN-0022929,1993-04-14,1993,2,Jiuquan Satellite Launch Center,China,Long March 2,709.7,Technology Demonstration,True,1.91,GTO
LCH-0022930,MSN-0022930,2023-01-04,2023,1,Guiana Space Centre,ESA,Atlas V,3291.6,Supply/Resupply,True,1.65,MEO
LCH-0022931,MSN-0022931,2001-10-10,2001,4,Tanegashima Space Center,Japan,NURI,113.4,Technology Demonstration,False,0.12,LEO
LCH-0022932,MSN-0022932,2019-01-23,2019,1,Taiyuan Satellite Launch Center,China,Long March 5,1764.0,Earth Observation,True,4.53,SSO
LCH-0022933,MSN-0022933,1969-03-03,1969,1,Baikonur Cosmodrome,Russia,Long March 7,1232.6,Deep Space,False,2.91,LEO
LCH-0022934,MSN-0022934,2014-08-03,2014,3,Vostochny Cosmodrome,Russia,GSLV,3286.3,Navigation,True,6.01,LEO
LCH-0022935,MSN-0022935,2012-12-08,2012,4,Baikonur Cosmodrome,Russia,Long March 7,2340.4,Earth Observation,True,2.38,GEO
LCH-0022936,MSN-0022936,1978-01-08,1978,1,Cape Canaveral,France,Other,4158.7,Deep Space,True,9.87,LEO
LCH-0022937,MSN-0022937,2008-11-19,2008,4,Xichang Satellite Launch Center,China,Vulcan Centaur,50.0,Technology Demonstration,True,0.15,LEO
LCH-0022938,MSN-0022938,1983-04-23,1983,2,Jiuquan Satellite Launch Center,China,Long March 7,3871.2,Communications,True,3.74,GEO
LCH-0022939,MSN-0022939,1977-08-12,1977,3,Guiana Space Centre,ESA,Long March 2,1878.0,Navigation,False,0.96,LEO
LCH-0022940,MSN-0022940,2022-01-02,2022,1,Kennedy Space Center,USA,Other,2266.7,Communications,True,1.89,LEO
LCH-0022941,MSN-0022941,2021-05-03,2021,2,Baikonur Cosmodrome,Russia,Long March 7,2864.9,Earth Observation,True,2.15,GEO
LCH-0022942,MSN-0022942,1991-02-05,1991,1,Vandenberg SFB,Canada,Electron,795.9,Navigation,True,1.38,SSO
LCH-0022943,MSN-0022943,1972-02-06,1972,1,Vandenberg SFB,USA,Falcon Heavy,5341.3,Communications,False,5.66,LEO
LCH-0022944,MSN-0022944,2008-08-22,2008,3,Jiuquan Satellite Launch Center,China,Ariane 6,2798.0,Science,True,7.45,LEO
LCH-0022945,MSN-0022945,1984-07-18,1984,3,Plesetsk Cosmodrome,Russia,Shavit,50.0,Weather,False,0.09,LEO
LCH-0022946,MSN-0022946,2021-06-26,2021,2,Plesetsk Cosmodrome,Russia,Long March 7,664.9,Technology Demonstration,True,1.13,LEO
LCH-0022947,MSN-0022947,1994-12-27,1994,4,Xichang Satellite Launch Center,China,Ariane 6,1040.1,Earth Observation,True,2.52,HEO
LCH-0022948,MSN-0022948,1975-08-13,1975,3,Taiyuan Satellite Launch Center,China,Delta IV,50.0,Science,True,0.12,GEO
LCH-0022949,MSN-0022949,1982-06-27,1982,2,Vandenberg SFB,USA,Other,878.2,Earth Observation,True,2.1,GTO
LCH-0022950,MSN-0022950,2003-05-03,2003,2,Cape Canaveral,France,Ariane 5,1746.5,Earth Observation,True,5.23,SSO
LCH-0022951,MSN-0022951,2001-02-22,2001,1,Wenchang Space Launch Site,China,Other,1694.6,Weather,True,1.4,SSO
LCH-0022952,MSN-0022952,1972-05-12,1972,2,Satish Dhawan Space Centre,India,Ariane 5,1546.3,Earth Observation,True,3.74,LEO
LCH-0022953,MSN-0022953,1988-02-09,1988,1,Taiyuan Satellite Launch Center,China,NURI,4449.7,Communications,True,8.95,LEO
LCH-0022954,MSN-0022954,1992-05-10,1992,2,Vostochny Cosmodrome,Russia,Falcon Heavy,5576.9,Supply/Resupply,True,14.02,GEO
LCH-0022955,MSN-0022955,2024-12-12,2024,4,Vandenberg SFB,UK,NURI,362.2,Technology Demonstration,True,1.03,LEO
LCH-0022956,MSN-0022956,1978-06-18,1978,2,Taiyuan Satellite Launch Center,China,Angara,7388.4,Military Reconnaissance,True,6.18,LEO
LCH-0022957,MSN-0022957,1979-09-10,1979,3,Cape Canaveral,USA,PSLV,144.0,Earth Observation,False,0.3,GEO
LCH-0022958,MSN-0022958,1982-02-20,1982,1,Guiana Space Centre,ESA,Ariane 6,1700.4,Earth Observation,False,2.99,GEO
LCH-0022959,MSN-0022959,1975-02-01,1975,1,Kennedy Space Center,Germany,Other,50.0,Technology Demonstration,True,0.03,LEO
LCH-0022960,MSN-0022960,2016-02-27,2016,1,Jiuquan Satellite Launch Center,China,Electron,3094.3,Science,True,2.48,LEO
LCH-0022961,MSN-0022961,2024-02-01,2024,1,Unknown Launch Site,Other,Ariane 6,3376.7,Navigation,True,3.11,LEO
LCH-0022962,MSN-0022962,1967-02-16,1967,1,Vandenberg SFB,USA,Vulcan Centaur,6327.6,Crewed Mission,False,14.82,LEO
LCH-0022963,MSN-0022963,2002-08-20,2002,3,Cape Canaveral,USA,Ariane 6,15693.3,Crewed Mission,True,36.46,SSO
LCH-0022964,MSN-0022964,1988-04-02,1988,2,Plesetsk Cosmodrome,Russia,Electron,1725.4,Weather,True,3.42,LEO
LCH-0022965,MSN-0022965,2018-10-24,2018,4,Wenchang Space Launch Site,China,Electron,2488.4,Navigation,True,3.45,GEO
LCH-0022966,MSN-0022966,2022-03-22,2022,1,Cape Canaveral,Germany,Long March 7,2505.7,Science,True,4.55,LEO
LCH-0022967,MSN-0022967,1993-09-06,1993,3,Cape Canaveral,USA,Electron,6651.2,Communications,True,10.39,GEO
LCH-0022968,MSN-0022968,1972-10-22,1972,4,Cape Canaveral,UK,Long March 3,1826.2,Earth Observation,True,3.83,LEO
LCH-0022969,MSN-0022969,2010-07-03,2010,3,Vostochny Cosmodrome,Russia,Soyuz,358.5,Earth Observation,True,0.83,SSO
LCH-0022970,MSN-0022970,1990-04-25,1990,2,Vandenberg SFB,USA,Long March 7,7837.9,Supply/Resupply,False,21.97,LEO
LCH-0022971,MSN-0022971,2022-08-23,2022,3,Kennedy Space Center,USA,GSLV,3499.7,Communications,True,8.39,LEO
LCH-0022972,MSN-0022972,1967-04-28,1967,2,Vandenberg SFB,Germany,Antares,7222.6,Supply/Resupply,False,14.72,LEO
LCH-0022973,MSN-0022973,2014-02-06,2014,1,Kennedy Space Center,USA,Angara,3071.7,Navigation,True,6.0,LEO
LCH-0022974,MSN-0022974,1987-06-02,1987,2,Jiuquan Satellite Launch Center,China,Proton-M,1928.0,Earth Observation,False,4.58,LEO
LCH-0022975,MSN-0022975,1989-01-26,1989,1,Cape Canaveral,USA,H3,2435.8,Communications,True,3.77,SSO
LCH-0022976,MSN-0022976,2024-04-16,2024,2,Cape Canaveral,USA,Shavit,2700.8,Science,True,3.56,GEO
LCH-0022977,MSN-0022977,2014-08-24,2014,3,Jiuquan Satellite Launch Center,China,Soyuz,2465.7,Navigation,True,6.73,HEO
LCH-0022978,MSN-0022978,2021-02-09,2021,1,Tanegashima Space Center,Japan,Long March 5,714.9,Earth Observation,True,1.44,SSO
LCH-0022979,MSN-0022979,2009-11-03,2009,4,Satish Dhawan Space Centre,India,Shavit,1599.7,Navigation,True,0.92,LEO
LCH-0022980,MSN-0022980,1976-08-23,1976,3,Tanegashima Space Center,Japan,NURI,5029.1,Supply/Resupply,True,3.67,LEO
LCH-0022981,MSN-0022981,2024-10-26,2024,4,Vostochny Cosmodrome,Russia,H3,429.0,Technology Demonstration,True,0.69,Heliocentric
LCH-0022982,MSN-0022982,2008-03-22,2008,1,Baikonur Cosmodrome,Russia,Long March 5,2197.8,Science,True,6.16,LEO
LCH-0022983,MSN-0022983,1979-02-20,1979,1,Cape Canaveral,USA,Long March 3,1125.0,Earth Observation,True,0.58,LEO
LCH-0022984,MSN-0022984,2008-08-28,2008,3,Taiyuan Satellite Launch Center,China,Falcon Heavy,5002.9,Communications,True,8.2,LEO
LCH-0022985,MSN-0022985,1962-09-06,1962,3,Guiana Space Centre,ESA,Antares,1004.8,Technology Demonstration,True,1.98,LEO
LCH-0022986,MSN-0022986,1964-03-28,1964,1,Vandenberg SFB,USA,NURI,1375.6,Weather,False,3.61,SSO
LCH-0022987,MSN-0022987,2006-02-04,2006,1,Naro Space Center,South Korea,Long March 3,2453.0,Science,True,5.77,GEO
LCH-0022988,MSN-0022988,1983-12-10,1983,4,Kennedy Space Center,USA,Falcon Heavy,5565.1,Communications,True,9.8,MEO
LCH-0022989,MSN-0022989,2022-08-21,2022,3,Cape Canaveral,USA,Atlas V,1151.4,Technology Demonstration,True,3.14,LEO
LCH-0022990,MSN-0022990,2008-07-11,2008,3,Vandenberg SFB,Canada,Ariane 6,1075.9,Navigation,True,0.56,SSO
LCH-0022991,MSN-0022991,1994-02-08,1994,1,Vandenberg SFB,UK,GSLV,1345.6,Science,True,2.82,HEO
LCH-0022992,MSN-0022992,1983-07-18,1983,3,Plesetsk Cosmodrome,Russia,PSLV,50.0,Earth Observation,True,0.09,GEO
LCH-0022993,MSN-0022993,2018-11-20,2018,4,Vandenberg SFB,France,Delta IV,774.6,Science,True,2.16,GEO
LCH-0022994,MSN-0022994,2010-11-10,2010,4,Vandenberg SFB,USA,Shavit,2168.3,Science,True,5.99,GEO
LCH-0022995,MSN-0022995,2020-07-07,2020,3,Guiana Space Centre,ESA,Vulcan Centaur,701.7,Weather,True,1.85,LEO
LCH-0022996,MSN-0022996,2014-01-20,2014,1,Unknown Launch Site,Other,GSLV,403.3,Technology Demonstration,True,0.39,GEO
LCH-0022997,MSN-0022997,2009-05-07,2009,2,Satish Dhawan Space Centre,India,Long March 3,396.6,Technology Demonstration,True,0.44,GEO
LCH-0022998,MSN-0022998,1987-05-28,1987,2,Baikonur Cosmodrome,Russia,Long March 2,2359.5,Earth Observation,False,4.91,GEO
LCH-0022999,MSN-0022999,2009-02-15,2009,1,Kennedy Space Center,USA,Vulcan Centaur,2421.4,Communications,True,6.53,GTO
LCH-0023000,MSN-0023000,1986-10-21,1986,4,Vandenberg SFB,France,Ariane 5,2931.6,Science,True,4.7,MEO
LCH-0023001,MSN-0023001,1998-04-26,1998,2,Plesetsk Cosmodrome,Russia,Long March 2,1008.6,Navigation,True,2.07,LEO
LCH-0023002,MSN-0023002,1965-02-21,1965,1,Cape Canaveral,Italy,Falcon 9,50.0,Science,False,0.14,LEO
LCH-0023003,MSN-0023003,1997-07-22,1997,3,Satish Dhawan Space Centre,India,Long March 2,479.7,Earth Observation,True,0.54,LEO
LCH-0023004,MSN-0023004,2017-02-13,2017,1,Kennedy Space Center,USA,Long March 2,948.1,Communications,False,1.26,LEO
LCH-0023005,MSN-0023005,1978-09-13,1978,3,Kennedy Space Center,USA,Other,207.3,Technology Demonstration,False,0.33,SSO
LCH-0023006,MSN-0023006,1995-11-05,1995,4,Jiuquan Satellite Launch Center,China,Shavit,2351.9,Earth Observation,True,4.23,MEO
LCH-0023007,MSN-0023007,1999-12-08,1999,4,Cape Canaveral,USA,H3,3664.4,Earth Observation,True,2.51,Heliocentric
LCH-0023008,MSN-0023008,2004-03-23,2004,1,Jiuquan Satellite Launch Center,China,Shavit,6090.9,Military Reconnaissance,True,11.37,GTO
LCH-0023009,MSN-0023009,2016-01-13,2016,1,Kennedy Space Center,Brazil,Ariane 5,24348.8,Space Station,True,45.67,GEO
LCH-0023010,MSN-0023010,1987-08-11,1987,3,Baikonur Cosmodrome,Russia,Shavit,831.6,Science,True,2.43,GTO
LCH-0023011,MSN-0023011,2006-06-06,2006,2,Guiana Space Centre,ESA,H-IIA,6735.6,Communications,True,6.1,LEO
LCH-0023012,MSN-0023012,1999-03-25,1999,1,Vostochny Cosmodrome,Russia,Long March 5,50.0,Navigation,True,0.04,LEO
LCH-0023013,MSN-0023013,2023-12-13,2023,4,Tanegashima Space Center,Japan,Atlas V,978.3,Technology Demonstration,True,1.57,MEO
LCH-0023014,MSN-0023014,1985-03-18,1985,1,Guiana Space Centre,ESA,Other,3290.9,Military Reconnaissance,True,2.44,GEO
LCH-0023015,MSN-0023015,2005-04-28,2005,2,Vandenberg SFB,USA,Other,1300.6,Earth Observation,True,1.33,LEO
LCH-0023016,MSN-0023016,1977-05-27,1977,2,Vandenberg SFB,USA,Antares,4675.4,Military Reconnaissance,True,6.86,GEO
LCH-0023017,MSN-0023017,1995-04-08,1995,2,Vandenberg SFB,USA,Vulcan Centaur,2175.3,Earth Observation,True,4.46,SSO
LCH-0023018,MSN-0023018,2014-05-10,2014,2,Unknown Launch Site,Other,Falcon Heavy,1775.7,Weather,True,1.68,GEO
LCH-0023019,MSN-0023019,2003-01-26,2003,1,Naro Space Center,South Korea,Angara,327.2,Technology Demonstration,True,0.58,LEO
LCH-0023020,MSN-0023020,2013-01-04,2013,1,Kennedy Space Center,USA,Long March 2,443.3,Technology Demonstration,True,0.5,GEO
LCH-0023021,MSN-0023021,1983-03-05,1983,1,Taiyuan Satellite Launch Center,China,Long March 5,326.8,Technology Demonstration,False,0.86,GEO
LCH-0023022,MSN-0023022,2007-01-20,2007,1,Taiyuan Satellite Launch Center,China,Shavit,1127.2,Earth Observation,True,3.19,SSO
LCH-0023023,MSN-0023023,2008-04-07,2008,2,Vandenberg SFB,USA,Falcon 9,10425.5,Crewed Mission,True,9.34,LEO
LCH-0023024,MSN-0023024,1999-08-02,1999,3,Cape Canaveral,USA,Shavit,1426.6,Navigation,True,2.6,GEO
